,sentence,rankt,ranko
8267,逆に,8267,10000
8268,銃を持ってる！,8268,10000
8269,門を開けろ！,8269,10000
8270,長距離通信に接続中,8270,10000
8271,長寿と繁栄を,8271,10000
8272,鍵を,8272,10000
8273,いや、そうじゃない,8273,10000
8274,いやいい,8274,10000
8275,銃を捨てて,8275,10000
8276,いらない？,8276,10000
8277,遠すぎる,8277,10000
8278,銃をくれ,8278,10000
8279,うそつき！,8279,10000
8280,金？,8280,10000
8281,酒をくれ,8281,10000
8282,部長？,8282,392
8283,部長。,8283,343
8284,那梦想是心的归宿,8284,10000
8285,通して,8285,10000
8286,お久しぶりです,8286,10000
8287,閉めろ,8287,10000
8288,警官じゃない,8288,10000
8289,貸せ,8289,10000
8290,お！,8290,10000
8291,かかってこい,8291,10000
8292,かかってこい！,8292,10000
8293,かけ直すわ,8293,10000
8294,警察は後れを取っていた,8294,10000
8295,かわいいわ,8295,10000
8296,警備！,8296,10000
8297,お願い　お願い,8297,10000
8298,調査中です,8298,10000
8299,くそっ！,8299,10000
8300,くっそー,8300,1124
8301,けっこうよ,8301,10000
8302,誰も殺してない,8302,10000
8303,こいつが？,8303,10000
8304,こいつめ！,8304,10000
8305,お願いだよ,8305,10000
8306,質問だ,8306,10000
8307,お互いに,8307,10000
8308,車を出せ,8308,10000
8309,お入り,8309,10000
8310,お入りください,8310,10000
8311,逃がすな,8311,10000
8312,お前こそ,8312,10000
8313,近いうちに,8313,10000
8314,軍曹？,8314,10000
8315,お前のせいだ！,8315,10000
8316,お前はどうなんだ？,8316,10000
8317,お金は？,8317,10000
8318,お前を愛してる,8318,10000
8319,起動！,8319,10000
8320,お巡りさん,8320,10000
8321,お楽しみください,8321,10000
8322,お気の毒ね,8322,10000
8323,起きなさい！,8323,10000
8324,お腹すいた？,8324,10000
8325,閉めて,8325,10000
8326,いや 別に,8326,10000
8327,でも出来なかった,8327,10000
8328,黙るんだ,8328,10000
8329,ああ、神様！,8329,10000
8330,（久美子の荒い息）,8330,10000
8331,（ドアの開閉音）,8331,10000
8332,（チャイム）,8332,10000
8333,あそこよ！,8333,10000
8334,あったぞ！,8334,10000
8335,あっちだよ,8335,10000
8336,あっち行け,8336,10000
8337,ああ　何て夜！,8337,10000
8338,あとで会おう,8338,10000
8339,あとで話そう,8339,10000
8340,あとは,8340,10000
8341,あと少し,8341,10000
8342,あなた。,8342,10000
8343,あなたって,8343,10000
8344,あなたなら出来る,8344,10000
8345,ああ　平気だ,8345,10000
8346,ああ　よかった,8346,10000
8347,あなたは何をしているの？,8347,10000
8348,２０,8348,10000
8349,ｏｋ？,8349,10000
8350,ｏｋ。,8350,1251
8351,1時間,8351,10000
8352,200)}握り締めた決意を左胸に,8352,10000
8353,200)}無意味な死であったと 言わせない,8353,10000
8354,200)}蒼穹を舞う,8354,10000
8355,500)}还能守护什么,8355,10000
8356,２人で？,8356,10000
8357,ああ　そうさ,8357,10000
8358,１，２，３，４,8358,10000
8359,「了解」,8359,10000
8360,ああ いいとも,8360,10000
8361,ああ うん,8361,10000
8362,（速人）ん？,8362,10000
8363,ああ　うん,8363,10000
8364,（繭子）はい,8364,10000
8365,あなたのよ,8365,10000
8366,馬鹿馬鹿しい,8366,10000
8367,いや いいんだ,8367,10000
8368,いたよ,8368,10000
8369,離れるんだ！,8369,10000
8370,いい加減にしろよ,8370,10000
8371,いい名前だ,8371,10000
8372,集合！,8372,10000
8373,隊長！,8373,10000
8374,いけるか？,8374,10000
8375,降りるんだ,8375,10000
8376,いったいどうやって？,8376,10000
8377,いいんじゃない,8377,10000
8378,間違っていた,8378,10000
8379,いったい何なんだ？,8379,10000
8380,間違いない？,8380,10000
8381,いつも通り,8381,10000
8382,いつ帰るの？,8382,10000
8383,開始だ,8383,10000
8384,いや いい,8384,10000
8385,いいんじゃないか,8385,10000
8386,電話に出て,8386,10000
8387,食事中だ,8387,10000
8388,あり得ない！,8388,10000
8389,あなたを,8389,10000
8390,食べる,8390,10000
8391,あの女,8391,10000
8392,頼みがあるんだ,8392,10000
8393,頑張ろう,8393,10000
8394,ありがと！,8394,10000
8395,頑張ってくれ,8395,10000
8396,あれだ！,8396,10000
8397,いいだろう。,8397,10000
8398,面白くなってきた,8398,10000
8399,あれ何？,8399,10000
8400,あんたか？,8400,10000
8401,あんた誰だ？,8401,10000
8402,いいえ 違うわ,8402,10000
8403,いいえ、ありません。,8403,10000
8404,いいかげんにしろ！,8404,10000
8405,こいつ！,8405,10000
8406,誰もいないぞ,8406,10000
8407,こうやるんだ,8407,10000
8408,落ち着いた？,8408,10000
8409,そっちじゃない,8409,10000
8410,行かなきゃならない,8410,10000
8411,そっちだ,8411,10000
8412,そっちへ,8412,10000
8413,その意味は？,8413,10000
8414,そりゃいいね,8414,10000
8415,そりゃ残念だ,8415,10000
8416,それが問題なんだ,8416,10000
8417,そこにいたのか,8417,10000
8418,苦しみの中にあっても 何も変わらない,8418,10000
8419,それが理由だ,8419,10000
8420,それって？,8420,10000
8421,良くなった？,8421,10000
8422,良くないわ,8422,10000
8423,それでだ,8423,10000
8424,それでもいい,8424,10000
8425,そして今　エナジェムが発見されると同時に,8425,10000
8426,そこです,8426,10000
8427,良いんだ,8427,10000
8428,行ってこい,8428,10000
8429,そうか　分かった,8429,10000
8430,西暦2048年,8430,10000
8431,複雑なの,8431,10000
8432,そうかね,8432,10000
8433,そうかもしれん,8433,10000
8434,そうか・・,8434,10000
8435,行ってしまった,8435,10000
8436,行っちゃうの？,8436,10000
8437,そこから出ろ！,8437,10000
8438,そうじゃありません,8438,10000
8439,そうだったね,8439,10000
8440,行けよ！,8440,10000
8441,そうですか・・・,8441,686
8442,そうなの？,8442,207
8443,そうね　ごめんなさい,8443,10000
8444,そうは思わん,8444,10000
8445,それで全部だ,8445,10000
8446,それに・・・,8446,10000
8447,誰のだ？,8447,10000
8448,つないでくれ,8448,10000
8449,だってさ,8449,10000
8450,ちっとも,8450,10000
8451,考えとく,8451,10000
8452,ちょっと聞いてくれ,8452,10000
8453,って？,8453,10000
8454,ついてこい！,8454,10000
8455,つかまえた！,8455,10000
8456,絶対よ,8456,10000
8457,だから言ったろ,8457,10000
8458,つまらない,8458,10000
8459,絶対に。,8459,10000
8460,つまり―,8460,10000
8461,つまり、,8461,10000
8462,で　どうする？,8462,10000
8463,でかした,8463,10000
8464,ではこれで,8464,10000
8465,だが―,8465,10000
8466,だからお願い,8466,10000
8467,それはどういう意味だ？,8467,10000
8468,それは無理よ,8468,10000
8469,それはどういう意味？,8469,10000
8470,それはなんだ？,8470,10000
8471,それはね,8471,10000
8472,それはわかってる,8472,10000
8473,興味深いわ,8473,10000
8474,それは何です？,8474,10000
8475,それは出来ません,8475,10000
8476,聴こえるか？,8476,10000
8477,聞いて欲しい,8477,10000
8478,それを忘れるな,8478,10000
8479,それ？,8479,10000
8480,そんなことは,8480,10000
8481,そんな事,8481,10000
8482,そんな事ないよ,8482,10000
8483,たいしたことじゃない,8483,10000
8484,たいしたもんだ,8484,10000
8485,そういう問題じゃない,8485,10000
8486,見えたか？,8486,10000
8487,そういう事か,8487,10000
8488,これはすごい,8488,10000
8489,これだけだ,8489,10000
8490,これだけは言える,8490,10000
8491,これですか？,8491,10000
8492,これでもか！,8492,10000
8493,これで全部か？,8493,10000
8494,これで終わりか？,8494,10000
8495,試してみて,8495,10000
8496,これはなに？,8496,10000
8497,この場所は？,8497,10000
8498,許せない,8498,10000
8499,訓練は？,8499,10000
8500,計画？,8500,10000
8501,これを受け取って,8501,10000
8502,これを君に,8502,10000
8503,言っとくけど,8503,10000
8504,言ってみろ！,8504,10000
8505,これからだ,8505,10000
8506,このように,8506,10000
8507,せーの,8507,10000
8508,誰が殺した？,8508,10000
8509,ここから出ましょう,8509,10000
8510,ここから出ろ,8510,10000
8511,ここから出ろ！,8511,10000
8512,ここで。,8512,10000
8513,誰と話してたの？,8513,10000
8514,誰でもいい,8514,10000
8515,ここで何しているの？,8515,10000
8516,誰が尾行してる？,8516,10000
8517,このやろう,8517,10000
8518,ここにいろ！,8518,10000
8519,ここに住んでるの？,8519,10000
8520,ここは何処だ？,8520,10000
8521,誰からだ？,8521,10000
8522,こちらにどうぞ,8522,10000
8523,こっちこそ,8523,10000
8524,説明しよう,8524,10000
8525,これを見て下さい,8525,10000
8526,こんちくしょう！,8526,10000
8527,ご協力どうも,8527,10000
8528,じゃ また,8528,10000
8529,しています,8529,10000
8530,見て？,8530,10000
8531,見て！,8531,10000
8532,してない？,8532,10000
8533,してるよ,8533,10000
8534,見てもいい？,8534,10000
8535,しょうがない,8535,10000
8536,じゃあまたね,8536,10000
8537,ご気分は？,8537,10000
8538,すげー,8538,10000
8539,すごいだろ,8539,10000
8540,見たわ,8540,10000
8541,すごいだろ？,8541,10000
8542,すごーい,8542,10000
8543,見せてくれる？,8543,10000
8544,見せたいものがあるの,8544,10000
8545,見なさい,8545,10000
8546,した,8546,10000
8547,しかし・・・,8547,10000
8548,見失いました,8548,10000
8549,ご紹介します,8549,10000
8550,言うと思った,8550,10000
8551,解散,8551,10000
8552,解放しろ,8552,10000
8553,解ったか？,8553,10000
8554,解った,8554,10000
8555,親父？,8555,10000
8556,さあ帰ろう,8556,10000
8557,さて 前回,8557,10000
8558,覚えている？,8558,10000
8559,さよなら。,8559,10000
8560,さよなら！,8560,10000
8561,ざまみろ,8561,10000
8562,しかし　 あいつは狂ってる,8562,10000
8563,しかし　その頃キーパーは,8563,10000
8564,なぜ ここに？,8564,10000
8565,よし よし,8565,10000
8566,0)}最後の一矢になるまで,8566,10000
8567,シャロン！,8567,10000
8568,シャークベイト！,8568,10000
8569,今すぐエナジェムを持ってこい！,8569,10000
8570,大好きだ,8570,10000
8571,シャーク・ボウガン！,8571,10000
8572,シュミット！,8572,10000
8573,人間だ！,8573,10000
8574,大当たり,8574,10000
8575,了解しました。,8575,10000
8576,時間だぞ,8576,10000
8577,乾杯だ,8577,10000
8578,時間が無いんだ,8578,10000
8579,ジェイ！,8579,10000
8580,ジェームズ？,8580,10000
8581,時間ある？,8581,10000
8582,为何苟延残喘,8582,10000
8583,両手を見せろ,8583,10000
8584,両手を上げろ！,8584,10000
8585,大変ね,8585,10000
8586,今だ！,8586,445
8587,奇妙ね,8587,10000
8588,最初からだ,8588,10000
8589,サリー？,8589,10000
8590,最高ね,8590,10000
8591,仕事で,8591,10000
8592,最高だわ,8592,10000
8593,仕事がある,8593,10000
8594,今朝,8594,10000
8595,今度は何だ,8595,10000
8596,今度は,8596,10000
8597,今までは,8597,10000
8598,今はどこに？,8598,10000
8599,最悪だわ,8599,10000
8600,最悪だよ,8600,10000
8601,ザンダー！,8601,10000
8602,今の何？,8602,10000
8603,最後の言葉は？,8603,10000
8604,大変だったわね,8604,10000
8605,今どこにいる？,8605,10000
8606,奇妙だ,8606,10000
8607,不断抛弃不断拾起,8607,10000
8608,有りません,8608,10000
8609,妊娠してるの,8609,10000
8610,始めてくれ,8610,10000
8611,スゲー！,8611,10000
8612,ー大丈夫？,8612,10000
8613,始めます,8613,10000
8614,ーえ？,8614,10000
8615,スター,8615,10000
8616,教えて。,8616,10000
8617,ヴィヴィアン,8617,10000
8618,スターク卿,8618,10000
8619,姿を見せろ,8619,10000
8620,娘だ,8620,10000
8621,ヴィンセント,8621,10000
8622,ヴィッキー,8622,10000
8623,子どもは？,8623,10000
8624,宇宙最大のパワーを盗もうとしていた,8624,10000
8625,放っておいてくれ,8625,10000
8626,安全な場所だ,8626,10000
8627,スカイラー？,8627,10000
8628,ジーン！,8628,10000
8629,奥さんは？,8629,10000
8630,ジーナ,8630,10000
8631,ジュリエット！,8631,10000
8632,早すぎる,8632,10000
8633,不十分だ,8633,10000
8634,下向け！,8634,10000
8635,下ろせ！,8635,10000
8636,早く来い,8636,10000
8637,ジョン・ウィック,8637,10000
8638,女は？,8638,10000
8639,早く。,8639,10000
8640,ジョーイ,8640,10000
8641,ジョージ！,8641,10000
8642,早いわね,8642,10000
8643,奴は？,8643,10000
8644,ジョー？,8644,10000
8645,新しい防衛手段を備えた,8645,10000
8646,断れば？,8646,10000
8647,好きにして,8647,10000
8648,仕事に戻らないと,8648,10000
8649,大丈夫だからね,8649,10000
8650,スリー,8650,10000
8651,問題ないか？,8651,10000
8652,エバ,8652,10000
8653,喉が渇いた,8653,10000
8654,エヴァン？,8654,10000
8655,オリィ！,8655,10000
8656,何がしたいんだ？,8656,10000
8657,オリバークイーンは生存しています,8657,10000
8658,楽しんでるか？,8658,10000
8659,何か言ってよ,8659,10000
8660,楽しみだな,8660,10000
8661,楽しそうね,8661,10000
8662,カイル？,8662,10000
8663,カリーシ,8663,10000
8664,カート,8664,10000
8665,案内しろ,8665,10000
8666,東京,8666,10000
8667,ガス,8667,10000
8668,ガードナー！,8668,10000
8669,エナジェムを守ってくれ　頼んだぞ,8669,10000
8670,エッタ,8670,10000
8671,何か言えよ,8671,10000
8672,何が言いたいの,8672,10000
8673,何するのよ,8673,10000
8674,ウィンストン,8674,10000
8675,ウィーン,8675,10000
8676,何してるの！,8676,10000
8677,君！,8677,10000
8678,君？,8678,10000
8679,止まるんだ！,8679,10000
8680,ウォー,8680,10000
8681,何が起こっている？,8681,10000
8682,止まりなさい,8682,10000
8683,啊 无论我们是强是弱,8683,10000
8684,ウソみたい,8684,10000
8685,ウン,8685,10000
8686,歓迎するよ,8686,10000
8687,何が起きている？,8687,10000
8688,欲しい？,8688,10000
8689,ウーム,8689,10000
8690,キャサリン！,8690,10000
8691,キャム･ｆ･オーサム,8691,10000
8692,仕方ない。,8692,10000
8693,変な感じ,8693,10000
8694,夕食は？,8694,10000
8695,外せ,8695,10000
8696,ゲイリー,8696,10000
8697,ゲートを開けろ！,8697,10000
8698,本当に大丈夫か？,8698,10000
8699,コゼット,8699,10000
8700,コラ！,8700,10000
8701,コーヒーだ,8701,10000
8702,コール駆逐艦が給油中に襲われ,8702,10000
8703,大きな声で,8703,10000
8704,仲間？,8704,10000
8705,大丈夫 大丈夫だ,8705,10000
8706,ゴール！,8706,10000
8707,他に方法はない,8707,10000
8708,仕方ないんだ,8708,10000
8709,大丈夫か？,8709,18
8710,朝食は？,8710,10000
8711,ケイトリン,8711,10000
8712,何かあるの？,8712,10000
8713,キャリー！,8713,10000
8714,地面に伏せろ,8714,10000
8715,来ないのか？,8715,10000
8716,来てくれ！,8716,10000
8717,嘘です,8717,10000
8718,クソ野郎が,8718,10000
8719,何か用かな？,8719,10000
8720,クソ野郎め,8720,10000
8721,クタバレ！,8721,10000
8722,クラーク,8722,10000
8723,何か用かい？,8723,10000
8724,何か方法があるはずだ,8724,10000
8725,嘘をつくな！,8725,10000
8726,クロエ！,8726,10000
8727,クーパー,8727,10000
8728,クール,8728,10000
8729,回せ,8729,10000
8730,何か忘れてないか？,8730,10000
8731,在这美丽而又残酷的世界,8731,10000
8732,スメアゴル？,8732,10000
8733,スレッジと新たなる英雄の戦いも始まろうとしていた,8733,10000
8734,正義,8734,10000
8735,パトリック！,8735,10000
8736,マーフィー？,8736,10000
8737,パワーレンジャー,8737,10000
8738,パーカー！,8738,10000
8739,ヒュー！,8739,10000
8740,彼は大丈夫？,8740,10000
8741,マルチネス刑事よ,8741,10000
8742,ビックリした,8742,10000
8743,ママ？,8743,10000
8744,怖かった？,8744,10000
8745,怖かったの,8745,10000
8746,彼を見つけた,8746,10000
8747,ママに会いたい,8747,10000
8748,ママ。,8748,10000
8749,怖いのよ,8749,10000
8750,ピンクの星が降ってくる,8750,10000
8751,ファイト,8751,10000
8752,念のため,8752,10000
8753,急ぎましょう,8753,10000
8754,恋人？,8754,10000
8755,マックス。,8755,10000
8756,パスワードは？,8756,10000
8757,ハム,8757,10000
8758,ハン,8758,10000
8759,ハンナ！,8759,10000
8760,悪い？,8760,10000
8761,悪いんだけど,8761,10000
8762,バカが,8762,10000
8763,彼の名は？,8763,10000
8764,悪い。,8764,10000
8765,悔悟,8765,10000
8766,彼の言う通りだ,8766,10000
8767,バッチリ,8767,10000
8768,バンクス博士,8768,10000
8769,ミスター・クイーン,8769,10000
8770,バンブルビー！,8770,10000
8771,恐竜にそれらを託していた,8771,10000
8772,彼はここにいる,8772,10000
8773,パイロット,8773,10000
8774,ファラガット博士,8774,10000
8775,忙しい,8775,10000
8776,メイデイ！,8776,10000
8777,フロド？,8777,10000
8778,ブランドン,8778,10000
8779,ブルー！,8779,10000
8780,待っている,8780,10000
8781,ブロディ軍曹,8781,10000
8782,ポピー,8782,10000
8783,待ってくれ。,8783,10000
8784,プランｂだ,8784,10000
8785,ボール！,8785,10000
8786,ボーディ！,8786,10000
8787,ホントだ！,8787,10000
8788,待ってるわ,8788,10000
8789,ヘレン？,8789,10000
8790,ベルリン,8790,10000
8791,ベイズ！,8791,10000
8792,ベイマックス？,8792,10000
8793,ベイリッシュ公,8793,10000
8794,ベイリー！,8794,10000
8795,待って　何？,8795,10000
8796,マイキー！,8796,10000
8797,彼女は幻覚,8797,10000
8798,フレッド,8798,10000
8799,フィン？,8799,10000
8800,忘れた？,8800,10000
8801,フォースが共にあらん事を,8801,10000
8802,マジだ,8802,10000
8803,彼女は消えた,8803,10000
8804,必要なかった,8804,10000
8805,フォースは我と共に 我はフォースと共に,8805,10000
8806,彼女は違う,8806,10000
8807,マシンは何時如何なる時も監視している,8807,10000
8808,彼女を殺した,8808,10000
8809,フラッグ,8809,10000
8810,フラッシュ？,8810,10000
8811,フランクリン？,8811,10000
8812,心配無用だ,8812,10000
8813,心配なの,8813,10000
8814,マイクだ,8814,10000
8815,マイク。,8815,10000
8816,ムリよ,8816,10000
8817,ハァー｡,8817,10000
8818,安心した,8818,10000
8819,持って,8819,10000
8820,レッド,8820,10000
8821,ダメダメ！,8821,10000
8822,抱きしめて,8822,10000
8823,ダンス？,8823,10000
8824,手伝ってくれる？,8824,10000
8825,レスター？,8825,10000
8826,手伝う？,8826,10000
8827,射て！,8827,10000
8828,チクタク,8828,10000
8829,手伝います,8829,10000
8830,チケット？,8830,10000
8831,チッ,8831,10000
8832,チャップマン,8832,10000
8833,手を見せて,8833,10000
8834,少しお待ちを,8834,10000
8835,少女に名はない,8835,10000
8836,手を放して,8836,10000
8837,拡大しろ,8837,10000
8838,容疑者は？,8838,10000
8839,手を後ろに,8839,10000
8840,持ってる,8840,10000
8841,安详地 睡去吧,8841,10000
8842,撃てー！,8842,10000
8843,完成体ばかりではない,8843,10000
8844,ソフィア,8844,10000
8845,ロブ！,8845,10000
8846,ソロモン,8846,10000
8847,完璧だ！,8847,10000
8848,宰相殿,8848,10000
8849,タイラー？,8849,10000
8850,タイロン,8850,10000
8851,家に帰るよ,8851,10000
8852,ターゲットは？,8852,10000
8853,掴まってろ！,8853,10000
8854,捕まった,8854,10000
8855,ダグ！,8855,10000
8856,ダメか,8856,10000
8857,レディ！,8857,10000
8858,"左, 左, 左, 右, 左",8858,10000
8859,リンダ？,8859,10000
8860,ハァー,8860,10000
8861,ド,8861,507
8862,ドウェイン,8862,10000
8863,引っ込んでろ,8863,10000
8864,強く,8864,10000
8865,感じる？,8865,10000
8866,モアナ,8866,10000
8867,愛？,8867,10000
8868,ナイス！,8868,10000
8869,メリー・クリスマス！,8869,10000
8870,ニコール,8870,10000
8871,なぜここにいるの？,8871,10000
8872,愛しい人,8872,10000
8873,愛しい しと,8873,10000
8874,メリークリスマス！,8874,10000
8875,愚かだ,8875,10000
8876,ノミオ！,8876,10000
8877,ハァッ？,8877,10000
8878,想像できるか？,8878,10000
8879,愿望被侵犯,8879,10000
8880,トーマス？,8880,10000
8881,手を伸ばせ！,8881,10000
8882,我々,8882,10000
8883,希望？,8883,10000
8884,リンカーン,8884,10000
8885,ティナ！,8885,10000
8886,リサ？,8886,10000
8887,ライトを,8887,10000
8888,幸運を祈るよ,8888,10000
8889,幸運を！,8889,10000
8890,ヤダ！,8890,10000
8891,戻って来て！,8891,10000
8892,デズモンド,8892,10000
8893,座って下さい,8893,10000
8894,デール,8894,10000
8895,座るんだ,8895,10000
8896,我不断问询,8896,10000
8897,トリップ,8897,10000
8898,庶い忌ユ,8898,338
8899,我々は共に任務を行う,8899,10000
8900,何するの！,8900,10000
8901,ベス？,8901,10000
8902,君は監視されている,8902,10000
8903,よしてよ,8903,10000
8904,気を付けろよ,8904,10000
8905,ほお,8905,10000
8906,何も見えない！,8906,10000
8907,る,8907,415
8908,水は？,8908,10000
8909,もう一度言って,8909,10000
8910,よっし,8910,10000
8911,もう充分だ,8911,10000
8912,もう少しだ！,8912,10000
8913,もう少し待って,8913,10000
8914,もう時間が無い,8914,10000
8915,はい　閣下,8915,10000
8916,先に行け,8916,10000
8917,もう時間だ,8917,10000
8918,よしっ,8918,10000
8919,元気だった,8919,10000
8920,分かるんだ,8920,10000
8921,はい閣下,8921,10000
8922,決まりだな,8922,10000
8923,ほい,8923,618
8924,何百年も前に凶悪なスレッジは,8924,10000
8925,僕を信じて,8925,10000
8926,取って,8926,10000
8927,法の執行目的に,8927,10000
8928,もう一回！,8928,10000
8929,もうやめろ,8929,10000
8930,反対,8930,10000
8931,知りたいの,8931,10000
8932,何の話かさっぱり分からない,8932,10000
8933,信じてる,8933,10000
8934,男？,8934,10000
8935,気に入ったかい？,8935,10000
8936,ふざけてるの？,8936,10000
8937,わかるさ,8937,10000
8938,気に入らない,8938,10000
8939,何見てんだ？,8939,10000
8940,みんなよ,8940,10000
8941,みんな知ってる,8941,10000
8942,もう。,8942,891
8943,はい 分かりました,8943,10000
8944,可能なのか？,8944,10000
8945,はい　もちろん,8945,10000
8946,何の話よ？,8946,10000
8947,申し分ない,8947,10000
8948,気をつけなさい,8948,10000
8949,全くもう,8949,10000
8950,入れて！,8950,10000
8951,何の話をしてるの？,8951,10000
8952,もうすぐ終わる,8952,10000
8953,わかったよ。,8953,10000
8954,わかったぞ！,8954,10000
8955,ほとんどね,8955,10000
8956,僕も行くよ,8956,10000
8957,僕もです,8957,10000
8958,何の話,8958,10000
8959,準備完了です,8959,10000
8960,やあ？,8960,10000
8961,協力に感謝する,8961,10000
8962,協力して欲しい,8962,10000
8963,やだよ！,8963,10000
8964,停めろ！,8964,10000
8965,俺を見るんだ,8965,10000
8966,十分じゃない,8966,10000
8967,俺達？,8967,10000
8968,何を言っている？,8968,10000
8969,びっくり！,8969,10000
8970,準備完了だ,8970,10000
8971,烈叔,8971,10000
8972,知った事か,8972,10000
8973,知ってたか？,8973,10000
8974,停まれ！,8974,10000
8975,何人いるんだ？,8975,10000
8976,無事だったか,8976,10000
8977,無事だよ,8977,10000
8978,やめてください！,8978,10000
8979,やめた方がいい,8979,10000
8980,知ってるか,8980,10000
8981,やっと分かった,8981,10000
8982,無駄だよ,8982,10000
8983,何人？,8983,10000
8984,何処に行くの？,8984,10000
8985,ゆっくりな,8985,10000
8986,何をしたいんだ？,8986,10000
8987,よくわからない,8987,10000
8988,注意して！,8988,10000
8989,もう死んでる,8989,10000
8990,ひざまずけ！,8990,10000
8991,友子小姐,8991,329
8992,消えたわ,8992,10000
8993,理由は,8993,10000
8994,もう結構です,8994,10000
8995,よく考えてみろ,8995,10000
8996,着替えろ,8996,10000
8997,もう耐えられない,8997,10000
8998,切ってくれ,8998,10000
8999,僕のだ,8999,10000
9000,びっくりした！,9000,10000
9001,犯罪も高度化し続けている,9001,10000
9002,渡しなさい,9002,10000
9003,即将忘却之时,9003,10000
9004,僕だ！,9004,10000
9005,何を見つけたの？,9005,10000
9006,よかったよ,9006,10000
9007,もしくは,9007,10000
9008,何回？,9008,10000
9009,何処に行く？,9009,10000
9010,べつに,9010,10000
9011,ひどい。,9011,10000
9012,わかるでしょう,9012,10000
9013,眠れないの？,9013,10000
9014,全く違う,9014,10000
9015,冲击脉搏的冲动,9015,10000
9016,君のおかげだ,9016,10000
9017,俺がついてる,9017,10000
9018,なに言ってるの？,9018,10000
9019,イェーイ！,9019,10000
9020,ならない,9020,10000
9021,俺の責任だ,9021,10000
9022,アーマン,9022,10000
9023,死んでた,9023,10000
9024,何でだよ？,9024,10000
9025,アンディ。,9025,10000
9026,凄い,9026,10000
9027,何で知ってるの？,9027,10000
9028,俺が何をした？,9028,10000
9029,君じゃない,9029,10000
9030,冗談,9030,10000
9031,アボット,9031,10000
9032,何なりと,9032,10000
9033,アホ宮,9033,320
9034,何なんだ！,9034,10000
9035,再び,9035,10000
9036,具合が悪そうだ,9036,10000
9037,アナザ・アース,9037,10000
9038,殺されるわ,9038,10000
9039,アナキン？,9039,10000
9040,出た,9040,10000
9041,なにもない,9041,10000
9042,全部だ！,9042,10000
9043,何だと？,9043,453
9044,分かったのか？,9044,10000
9045,ウィギン！,9045,10000
9046,イーニッド,9046,10000
9047,分かった 分かった,9047,10000
9048,何だあれ？,9048,10000
9049,俺の名はオリバークイーン,9049,10000
9050,なぜそう思うんだ？,9050,10000
9051,分かってた,9051,10000
9052,出来る,9052,10000
9053,何だったんだ？,9053,10000
9054,君はどうする？,9054,10000
9055,俺には分かる,9055,10000
9056,俺の番だ,9056,10000
9057,なぜなの,9057,10000
9058,なぜなんだ？,9058,10000
9059,何ていうか,9059,10000
9060,死なないよ,9060,10000
9061,なぜ分かるの？,9061,10000
9062,私が行きます,9062,10000
9063,また明日な,9063,10000
9064,イヤだよ,9064,10000
9065,死ぬのか？,9065,10000
9066,なっ？,9066,10000
9067,また電話する,9067,10000
9068,祈りましょう,9068,10000
9069,発達する科学技術は 制御不能,9069,10000
9070,発進,9070,10000
9071,眠れ,9071,10000
9072,まだ子供だ,9072,10000
9073,俺も行くよ,9073,10000
9074,真実？,9074,10000
9075,何に見える？,9075,10000
9076,分からんよ,9076,10000
9077,全力を尽くします,9077,10000
9078,痛いよ,9078,10000
9079,前回のプリズンブレイク,9079,10000
9080,同意する,9080,10000
9081,気づかなかった,9081,10000
9082,まだ生きている,9082,10000
9083,俺の？,9083,10000
9084,病気なの？,9084,10000
9085,信用しろ,9085,10000
9086,わけがわからない,9086,10000
9087,信じられなかった,9087,10000
9088,気にしないでくれ,9088,10000
9089,全く！,9089,10000
9090,わかるの,9090,10000
9091,なんのために？,9091,10000
9092,信じて下さい,9092,10000
9093,知り合いなの？,9093,10000
9094,まだ分かりません,9094,10000
9095,ふうん,9095,10000
9096,なんてこと・・・,9096,10000
9097,全然違う,9097,10000
9098,何に使うの？,9098,10000
9099,全員じゃない,9099,10000
9100,なんていうか,9100,10000
9101,名前だ,9101,10000
9102,確認して,9102,10000
9103,発射準備,9103,10000
9104,名前？,9104,10000
9105,アイザック。,9105,10000
9106,殺したのか？,9106,10000
9107,確認。,9107,10000
9108,目的は何だ？,9108,10000
9109,何にも,9109,10000
9110,逃げるなよ,9110,10000
9111,（達也）ん？,9111,10000
9112,モルド！,9112,10000
9113,副大統領,9113,10000
9114,前回のあらすじ,9114,10000
9115,ああ 分かった,9115,10000
9116,おやすみ！,9116,10000
9117,当たり！,9117,10000
9118,おれは,9118,10000
9119,お元気？,9119,10000
9120,モリー？,9120,10000
9121,連絡して,9121,10000
9122,ヤイ！,9122,10000
9123,モナ,9123,10000
9124,逃げられました,9124,10000
9125,ヤダ,9125,10000
9126,"前回までの""ウォーキング・デッド""は",9126,10000
9127,おやまぁ,9127,10000
9128,前へ,9128,10000
9129,おまえは？,9129,10000
9130,おやおや！,9130,10000
9131,逃げるな！,9131,10000
9132,モーガンさん,9132,10000
9133,メンタリスト　名詞,9133,10000
9134,ヤッター！,9134,10000
9135,モンロー！,9135,10000
9136,お任せください,9136,10000
9137,お世話になりました,9137,10000
9138,連れて行って,9138,10000
9139,ああ もちろんだ,9139,10000
9140,１年後,9140,10000
9141,メキシコ,9141,10000
9142,お疲れ様です,9142,10000
9143,分からんな,9143,10000
9144,お静かに,9144,10000
9145,お電話です,9145,10000
9146,マック,9146,10000
9147,彼女に何をした？,9147,10000
